,material,durability,skin,name,category,tier,npc_sell_price,id,stats,unstackable,rarity_salvageable,salvages,color,soulbound,glowing,requirements,museum,generator,generator_tier,furniture,item_specific,description,upgrade_costs,gear_score,dungeon_item,gemstone_slots,dungeon_item_conversion_cost,catacombs_requirements,enchantments,hide_from_viewrecipe_command,sword_type,ability_damage_scaling,origin,tiered_stats,motes_sell_price,can_have_attributes,crystal,salvageable_from_recipe,rift_transferrable,salvage,private_island,cannot_reforge,lose_motes_value_on_transfer,prestige
10,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzRhNWRiOGVhNzk3N2M3Zjk2YTY4ZGZlMWZhNDliNjZlYWZiZWNkMzgxMWE2YjZkM2QxNzdkZGE1Zjk0MjMxMyJ9fX0,Precious Pearl,REFORGE_STONE,EPIC,1.0,PRECIOUS_PEARL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMWQ0MDQxYzAzMzRmN2IxOGZlOTdmN2Q0Y2MzODI2NzgzMjY2Y2E0ZTQ1MWI0ZjEwYTA4MDA2YzUzMjk4NTRmYiJ9fX0=,Magma Urchin,REFORGE_STONE,EPIC,1.0,MAGMA_URCHIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY0OTQxNTA4MzkxOSwKICAicHJvZmlsZUlkIiA6ICIzYTdhMDVjMDc0MTI0N2Q2YWVmMDMzMDNkOWNlMjMzNSIsCiAgInByb2ZpbGVOYW1lIiA6ICJzcXJ0IiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzEwNjY2MzJmOTI4ODkxMjUzMWY5NTc0OTJkN2RkNjliYzYxNTJhZmEyYTg0N2YxMjFmODc4OGY0Y2EwOGUwZTciLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,Horns of Torment,REFORGE_STONE,EPIC,1.0,HORNS_OF_TORMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmIyMTYxN2QyNzU1YmMyMGY4ZjdlMzg4ZjQ5ZTQ4NTgyNzQ1ZmVjMTZiYjE0Yzc3NmY3MTE4Zjk4YzU1ZTgifX19,Rock Candy,REFORGE_STONE,UNCOMMON,770.0,ROCK_CANDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTRhZjVmM2I1MGUyZGVhMjY4N2QyOTJjYzNhNWU0MmMwMjhiODYyNmU2Mzg4NDJmYjRmNzg2NzFkZWJlMjc2YyJ9fX0K,Luxurious Spool,REFORGE_STONE,UNCOMMON,1.0,LUXURIOUS_SPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY0OTQxNzMzNTczMiwKICAicHJvZmlsZUlkIiA6ICJlM2I0NDVjODQ3ZjU0OGZiOGM4ZmEzZjFmN2VmYmE4ZSIsCiAgInByb2ZpbGVOYW1lIiA6ICJNaW5pRGlnZ2VyVGVzdCIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS83MWU3Mjg5MGE3OWU1MDBjZjEzYTk3ZDEzNzRjNWFjOGE0ZjE1YTllMGQ2ODg1OTk3ZmM2ZjJlM2MxMTI1NGMiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,Hazmat Enderman,REFORGE_STONE,LEGENDARY,1.0,HAZMAT_ENDERMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY1MTgwNzEwOTUyNSwKICAicHJvZmlsZUlkIiA6ICJhMWU4OThjNWEyNmY0MTYyOTQyYmNmNmM1MzRiMTE5ZiIsCiAgInByb2ZpbGVOYW1lIiA6ICJ0b21keGlpaSIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS9lMjRkNTkzOWM3MTZkNDdkODgzNDVhMGVjMzZmMjU2ZGRkNzMzYWQxNjlkM2M2NGIzOGM3MzQxNmQ1MzA4NTk5IiwKICAgICAgIm1ldGFkYXRhIiA6IHsKICAgICAgICAibW9kZWwiIDogInNsaW0iCiAgICAgIH0KICAgIH0KICB9Cn0,Vitamin Death,REFORGE_STONE,LEGENDARY,1.0,VITAMIN_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DIAMOND_SWORD,,,Sword of Live Reloading,,,,SWORD_OF_LIVE_RELOADING,"{'DAMAGE': 69, 'ferocity': 600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DIAMOND_HELMET,,,Helmet of Live Reloading,,,,HELMET_OF_LIVE_RELOADING,{'HEALTH': 200},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzdkZTYzZDQwMWY4NWVlZDhhNWUwOGNmYTZjYjI5MGM0MGIxMWE3YzcyYjU3OWIyZjA2ZThiYjRhOGE3YzA5OSJ9fX0=,Kuudra Washing Machine,,SPECIAL,1.0,KUUDRA_WASHING_MACHINE,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,IRON_SWORD,,,Arack,SWORD,EPIC,5000.0,ARACK,{'damage': 90},,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY1MDMzMjE4MjYxOCwKICAicHJvZmlsZUlkIiA6ICJjZGM5MzQ0NDAzODM0ZDdkYmRmOWUyMmVjZmM5MzBiZiIsCiAgInByb2ZpbGVOYW1lIiA6ICJSYXdMb2JzdGVycyIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS85YWJkNjMzNTU0ZjdmZDI1OTZjMjg0Mjc1OGU5NWMwNWE5YjdkNzIzMTFkNTgyOWVlNWVkMjhhOTYwZTc0Y2ZjIiwKICAgICAgIm1ldGFkYXRhIiA6IHsKICAgICAgICAibW9kZWwiIDogInNsaW0iCiAgICAgIH0KICAgIH0KICB9Cn0=,Arachne Fragment,,RARE,500.0,ARACHNE_FRAGMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,LEATHER_BOOTS,,,Arachne's Boots,BOOTS,RARE,2000.0,ARACHNE_BOOTS,"{'defense': 30, 'health': 45}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]","139,0,0",COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzkxOTY5OTk5MywKICAicHJvZmlsZUlkIiA6ICIyMDZlMWZkYjI5Yzk0NGYxOTQ5OTg4NzAwNTQxMGQ2NyIsCiAgInByb2ZpbGVOYW1lIiA6ICJoNHlsMzMiLAogICJzaWduYXR1cmVSZXF1aXJlZCIgOiB0cnVlLAogICJ0ZXh0dXJlcyIgOiB7CiAgICAiU0tJTiIgOiB7CiAgICAgICJ1cmwiIDogImh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZTEyN2EyYzk5YzYwNTAwNzk4ZmI1ODgyNjY4N2IzNDU2ZWJlMzVjMTgwZjUwNmMxZTgzMzg2MzgxNzgzMGY4MSIKICAgIH0KICB9Cn0,Arachne's Belt,BELT,RARE,2000.0,ARACHNE_BELT,"{'defense': 5, 'health': 10}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzkxOTc1MDY2NiwKICAicHJvZmlsZUlkIiA6ICI5ZWEyMTQ0NGFiNjI0MWZkYjg5YjE2NDFhNDg2MGZiZiIsCiAgInByb2ZpbGVOYW1lIiA6ICI3QUJDSE9VTiIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS8yMmVjOTlmY2UzZWU4Y2U1ZjFiYjU2YjhlMDdmZTI1NzZjNDcwNDI1ZDgyMGFjYjU1OGM4YTVmMzIwYmQyYjkiCiAgICB9CiAgfQp9,Arachne's Necklace,NECKLACE,RARE,2000.0,ARACHNE_NECKLACE,"{'defense': 5, 'health': 10}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzkxOTczMzkyMywKICAicHJvZmlsZUlkIiA6ICI5MThhMDI5NTU5ZGQ0Y2U2YjE2ZjdhNWQ1M2VmYjQxMiIsCiAgInByb2ZpbGVOYW1lIiA6ICJCZWV2ZWxvcGVyIiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2JjYThmZDg1NjQwZWVjNGZhOTc1Yjg2MGM5ZTE0NWEzZTM0ODNmODU1M2QzZTRiODVkMTM3NjA2MTE0OGQxZWEiCiAgICB9CiAgfQp9,Arachne's Gloves,GLOVES,RARE,2000.0,ARACHNE_GLOVES,"{'defense': 5, 'health': 10}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZTRhYWNiOGEzNmUyMjdkODYxZWE0NDM2NmNlM2IzNTEwZWU3YzI3MjJjNGVhNTFiMmYyZTgzNzQ5YmYxMjQifX19,Arachne's Calling,,RARE,400.0,ARACHNE_KEEPER_FRAGMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzgzMjcxNDQyNCwKICAicHJvZmlsZUlkIiA6ICIwMDc4NzVkOTI0ZWI0ZGMxODUxZGY5MWFiYTdmZjg3MSIsCiAgInByb2ZpbGVOYW1lIiA6ICJSZXphMkIyVCIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS8xMDUwNWYxZTk3NjVlNDdlN2ZiOTIwOGUyYWQ4ZjE3MTY2OGRlY2YzOTQ2NWVjNDBkM2E1ODlmOGNiZWI5NzIyIgogICAgfQogIH0KfQ,Arachne's Helmet,HELMET,RARE,2000.0,ARACHNE_HELMET,"{'defense': 40, 'health': 55}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,LEATHER_CHESTPLATE,,,Arachne's Chestplate,CHESTPLATE,RARE,2000.0,ARACHNE_CHESTPLATE,"{'defense': 60, 'health': 85}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]","139,0,0",COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,COMPASS,,,Archaeologist's Compass,ACCESSORY,COMMON,1000.0,ARCHAEOLOGIST_COMPASS,,,,,,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzkxOTcyMDQzMywKICAicHJvZmlsZUlkIiA6ICJhODUxNzQ0MDNlNjg0MDgwYWNkODU3MzhlMjI5NGNhZiIsCiAgInByb2ZpbGVOYW1lIiA6ICJEYVJpdmVyc09uZSIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS83ZWYwOTU0OTUyODAwOWFlNTM1YTU4NjA2NGYwNjMxMmZkZjQxNWRhMjZmYzM4Y2EyY2Q0NzczODg3OTQ3ZWRkIgogICAgfQogIH0KfQ,Arachne's Cloak,CLOAK,RARE,2000.0,ARACHNE_CLOAK,"{'defense': 5, 'health': 10}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]",,COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,LEATHER_LEGGINGS,,,Arachne's Leggings,LEGGINGS,RARE,2000.0,ARACHNE_LEGGINGS,"{'defense': 50, 'health': 75}",,True,"[{'type': 'ESSENCE', 'essence_type': 'SPIDER', 'amount': 5}]","139,0,0",COOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzgzMjY3OTEwNywKICAicHJvZmlsZUlkIiA6ICI3MDQ0ZDlkY2I5OGI0YzgzYWFjNjIzNjFlYTY5YmNmOSIsCiAgInByb2ZpbGVOYW1lIiA6ICJfV2F0cnlzaGthXyIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS9iMDk3ZDA4YWRhOGJkZTY5MjI4MzQ1YjZkMTA1NjVjODU0ZjdhZTlkMjQ0YTEyODlmMWJmOWYyZTg0OTQ1NTgwIgogICAgfQogIH0KfQ,Arachne's Fang,,UNCOMMON,500.0,ARACHNE_FANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTY2NzgzMjczMzY1NSwKICAicHJvZmlsZUlkIiA6ICJiYTcyN2MzM2YwZWE0ZGVjYmI0ZGRjNTcyZWZhNDhlZSIsCiAgInByb2ZpbGVOYW1lIiA6ICJDb2ZmZU1hblRNIiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2E4MDg5OWU0NjM1MGNmMDEzNGM2NzU2OWUyZDc2MjE4MWEwNGYzMDc4ZjY0YWNkZDJmZWFkZDk3MTI1MTU0MDYiCiAgICB9CiAgfQp9,Poison Sample,,UNCOMMON,500.0,POISON_SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,SKULL_ITEM,3.0,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWNlODMwZjIwZDBkZmIyNDI3Nzk3NTFmN2E1YzY4ZTY3ODg4OGY3Mjc1ODYxNDY1NGI2NTU2MjVjZjk0MzI0MyJ9fX0=,Arachne Crystal,,RARE,1000.0,ARACHNE_CRYSTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,GOLD_AXE,,,Cocoa Chopper,AXE,EPIC,,COCO_CHOPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,STICK,,,InfiniDirt™ Wand,,UNCOMMON,,INFINIDIRT_WAND,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DIAMOND_AXE,,,Melon Dicer,AXE,EPIC,,MELON_DICER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,WOOD_HOE,,,Mathematical Hoe Blueprint,HOE,,,THEORETICAL_HOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,NAME_TAG,,,Jacob's Ticket,,UNCOMMON,10000.0,JACOBS_TICKET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
